STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_JOIN,POPULATION
12,103,020109,2,121030201092,1500000US121030201092,Block Group 2,G5030,S,1061930.000000000000000,113719.000000000000000,+27.7356409,-082.6874331,121030201092,1277
12,103,027309,2,121030273092,1500000US121030273092,Block Group 2,G5030,S,13613801.000000000000000,526274.000000000000000,+28.1588069,-082.6712078,121030273092,1071
12,103,025509,1,121030255091,1500000US121030255091,Block Group 1,G5030,S,318709.000000000000000,0.000000000000000,+27.9255296,-082.7783559,121030255091,1811
12,103,027333,2,121030273332,1500000US121030273332,Block Group 2,G5030,S,2279451.000000000000000,112912.000000000000000,+28.1228770,-082.6890959,121030273332,1917
12,103,027330,1,121030273301,1500000US121030273301,Block Group 1,G5030,S,464067.000000000000000,6654.000000000000000,+28.0788780,-082.7334914,121030273301,1020
12,103,027330,2,121030273302,1500000US121030273302,Block Group 2,G5030,S,765483.000000000000000,19057.000000000000000,+28.0701477,-082.7318219,121030273302,1417
12,103,025421,1,121030254211,1500000US121030254211,Block Group 1,G5030,S,632036.000000000000000,48685.000000000000000,+27.9464128,-082.7267698,121030254211,2309
12,103,024507,3,121030245073,1500000US121030245073,Block Group 3,G5030,S,723127.000000000000000,65737.000000000000000,+27.9324202,-082.7229376,121030245073,679
12,103,027319,3,121030273193,1500000US121030273193,Block Group 3,G5030,S,151569.000000000000000,6004.000000000000000,+28.0426816,-082.6797822,121030273193,191
12,103,025508,1,121030255081,1500000US121030255081,Block Group 1,G5030,S,265201.000000000000000,9635.000000000000000,+27.9219695,-082.7638107,121030255081,579
12,103,026821,2,121030268212,1500000US121030268212,Block Group 2,G5030,S,1167916.000000000000000,57916.000000000000000,+28.0460680,-082.7336100,121030268212,1963
12,103,026820,4,121030268204,1500000US121030268204,Block Group 4,G5030,S,299581.000000000000000,0.000000000000000,+28.0358186,-082.7338928,121030268204,827
12,103,026820,2,121030268202,1500000US121030268202,Block Group 2,G5030,S,470628.000000000000000,6450.000000000000000,+28.0309286,-082.7353870,121030268202,1354
12,103,027503,2,121030275032,1500000US121030275032,Block Group 2,G5030,S,638514.000000000000000,15287.000000000000000,+28.1323609,-082.7791450,121030275032,1104
12,103,027503,3,121030275033,1500000US121030275033,Block Group 3,G5030,S,1093475.000000000000000,10919430.000000000000000,+28.1420821,-082.7838572,121030275033,985
12,103,027207,2,121030272072,1500000US121030272072,Block Group 2,G5030,S,584543.000000000000000,0.000000000000000,+28.0762294,-082.7627492,121030272072,979
12,103,027108,1,121030271081,1500000US121030271081,Block Group 1,G5030,S,258766.000000000000000,0.000000000000000,+28.0150458,-082.7775663,121030271081,900
12,103,026914,1,121030269141,1500000US121030269141,Block Group 1,G5030,S,724886.000000000000000,27343.000000000000000,+28.0126779,-082.7729679,121030269141,1437
12,103,027210,2,121030272102,1500000US121030272102,Block Group 2,G5030,S,391311.000000000000000,1364.000000000000000,+28.0606164,-082.7683483,121030272102,1067
12,103,027207,5,121030272075,1500000US121030272075,Block Group 5,G5030,S,1411053.000000000000000,28070.000000000000000,+28.0701406,-082.7450409,121030272075,1755
12,103,027504,1,121030275041,1500000US121030275041,Block Group 1,G5030,S,1071109.000000000000000,9679.000000000000000,+28.1265715,-082.7658938,121030275041,1514
12,103,027207,4,121030272074,1500000US121030272074,Block Group 4,G5030,S,491647.000000000000000,11036.000000000000000,+28.0711289,-082.7561774,121030272074,774
12,103,027604,3,121030276043,1500000US121030276043,Block Group 3,G5030,S,335958.000000000000000,1105712.000000000000000,+27.9509882,-082.8327587,121030276043,1577
12,103,026916,1,121030269161,1500000US121030269161,Block Group 1,G5030,S,422998.000000000000000,0.000000000000000,+28.0143340,-082.7500855,121030269161,493
12,103,020301,1,121030203011,1500000US121030203011,Block Group 1,G5030,S,534362.000000000000000,265208.000000000000000,+27.7330988,-082.6395326,121030203011,479
12,103,020209,2,121030202092,1500000US121030202092,Block Group 2,G5030,S,327293.000000000000000,0.000000000000000,+27.7102024,-082.6587275,121030202092,1192
12,103,020209,3,121030202093,1500000US121030202093,Block Group 3,G5030,S,325862.000000000000000,0.000000000000000,+27.7102950,-082.6504986,121030202093,344
12,103,023601,1,121030236011,1500000US121030236011,Block Group 1,G5030,S,369367.000000000000000,943697.000000000000000,+27.7814894,-082.6257245,121030236011,730
12,103,028602,1,121030286021,1500000US121030286021,Block Group 1,G5030,S,385686.000000000000000,152843.000000000000000,+27.7699106,-082.6330501,121030286021,1478
12,103,024519,2,121030245192,1500000US121030245192,Block Group 2,G5030,S,468638.000000000000000,41854.000000000000000,+27.8731182,-082.6331079,121030245192,1158
12,103,027333,1,121030273331,1500000US121030273331,Block Group 1,G5030,S,1632304.000000000000000,30941.000000000000000,+28.1097659,-082.6897852,121030273331,1692
12,103,026913,1,121030269131,1500000US121030269131,Block Group 1,G5030,S,600110.000000000000000,12199.000000000000000,+28.0031680,-082.7359465,121030269131,1231
12,103,022401,1,121030224011,1500000US121030224011,Block Group 1,G5030,S,1020480.000000000000000,1531235.000000000000000,+27.7678344,-082.7493395,121030224011,1376
12,103,027905,4,121030279054,1500000US121030279054,Block Group 4,G5030,S,754215.000000000000000,758558.000000000000000,+27.7640956,-082.7604294,121030279054,1281
12,103,028104,2,121030281042,1500000US121030281042,Block Group 2,G5030,S,187112.000000000000000,413986.000000000000000,+27.7502047,-082.7473320,121030281042,791
12,103,028102,1,121030281021,1500000US121030281021,Block Group 1,G5030,S,420976.000000000000000,15622.000000000000000,+27.7606031,-082.7283057,121030281021,1081
12,103,028403,2,121030284032,1500000US121030284032,Block Group 2,G5030,S,111575.000000000000000,0.000000000000000,+27.7405126,-082.7120798,121030284032,754
12,103,028005,1,121030280051,1500000US121030280051,Block Group 1,G5030,S,545192.000000000000000,1648931.000000000000000,+27.7232315,-082.7315006,121030280051,761
12,103,024904,1,121030249041,1500000US121030249041,Block Group 1,G5030,S,1159437.000000000000000,0.000000000000000,+27.8439961,-082.7237161,121030249041,1787
12,103,025018,2,121030250182,1500000US121030250182,Block Group 2,G5030,S,822106.000000000000000,0.000000000000000,+27.8134600,-082.7318709,121030250182,1199
12,103,024907,2,121030249072,1500000US121030249072,Block Group 2,G5030,S,1093682.000000000000000,0.000000000000000,+27.8426702,-082.6930836,121030249072,1877
12,103,024908,1,121030249081,1500000US121030249081,Block Group 1,G5030,S,621013.000000000000000,0.000000000000000,+27.8373755,-082.6901508,121030249081,835
12,103,022101,2,121030221012,1500000US121030221012,Block Group 2,G5030,S,530846.000000000000000,0.000000000000000,+27.7786912,-082.6848642,121030221012,894
12,103,022102,1,121030221021,1500000US121030221021,Block Group 1,G5030,S,406821.000000000000000,0.000000000000000,+27.7737285,-082.6828141,121030221021,971
12,103,024604,1,121030246041,1500000US121030246041,Block Group 1,G5030,S,325910.000000000000000,0.000000000000000,+27.8228925,-082.6754318,121030246041,842
12,103,024201,1,121030242011,1500000US121030242011,Block Group 1,G5030,S,651791.000000000000000,0.000000000000000,+27.8178912,-082.6593022,121030242011,820
12,103,021800,3,121030218003,1500000US121030218003,Block Group 3,G5030,S,699174.000000000000000,0.000000000000000,+27.7737057,-082.6627606,121030218003,1388
12,103,024603,1,121030246031,1500000US121030246031,Block Group 1,G5030,S,447848.000000000000000,0.000000000000000,+27.8177694,-082.6684751,121030246031,1032
12,103,024603,2,121030246032,1500000US121030246032,Block Group 2,G5030,S,497686.000000000000000,43952.000000000000000,+27.8114546,-082.6672265,121030246032,2397
12,103,024201,2,121030242012,1500000US121030242012,Block Group 2,G5030,S,277207.000000000000000,0.000000000000000,+27.8122655,-082.6626356,121030242012,1126
12,103,020109,1,121030201091,1500000US121030201091,Block Group 1,G5030,S,1016076.000000000000000,4746.000000000000000,+27.7461058,-082.6807284,121030201091,1742
12,103,021800,1,121030218001,1500000US121030218001,Block Group 1,G5030,S,1128490.000000000000000,0.000000000000000,+27.7661450,-082.6651844,121030218001,547
12,103,023100,2,121030231002,1500000US121030231002,Block Group 2,G5030,S,283996.000000000000000,0.000000000000000,+27.8047516,-082.6585838,121030231002,841
12,103,023501,1,121030235011,1500000US121030235011,Block Group 1,G5030,S,341851.000000000000000,0.000000000000000,+27.7882381,-082.6447492,121030235011,864
12,103,023501,2,121030235012,1500000US121030235012,Block Group 2,G5030,S,342863.000000000000000,0.000000000000000,+27.7804892,-082.6443664,121030235012,1496
12,103,022102,3,121030221023,1500000US121030221023,Block Group 3,G5030,S,407234.000000000000000,0.000000000000000,+27.7736737,-082.6964655,121030221023,629
12,103,022102,2,121030221022,1500000US121030221022,Block Group 2,G5030,S,411986.000000000000000,0.000000000000000,+27.7736933,-082.6896348,121030221022,1170
12,103,021502,2,121030215022,1500000US121030215022,Block Group 2,G5030,S,447922.000000000000000,42635.000000000000000,+27.7747495,-082.6407388,121030215022,1390
12,103,021502,1,121030215021,1500000US121030215021,Block Group 1,G5030,S,145184.000000000000000,0.000000000000000,+27.7724910,-082.6398823,121030215021,147
12,103,023601,3,121030236013,1500000US121030236013,Block Group 3,G5030,S,152989.000000000000000,0.000000000000000,+27.7785276,-082.6347720,121030236013,349
12,103,024518,1,121030245181,1500000US121030245181,Block Group 1,G5030,S,558417.000000000000000,77217.000000000000000,+27.8776805,-082.6341405,121030245181,1757
12,103,025700,1,121030257001,1500000US121030257001,Block Group 1,G5030,S,1630214.000000000000000,1691216.000000000000000,+27.9427292,-082.8168181,121030257001,1720
12,103,021501,1,121030215011,1500000US121030215011,Block Group 1,G5030,S,362622.000000000000000,868479.000000000000000,+27.7743271,-082.6274602,121030215011,771
12,103,027905,1,121030279051,1500000US121030279051,Block Group 1,G5030,S,407118.000000000000000,325673.000000000000000,+27.7814357,-082.7751910,121030279051,1203
12,103,024905,2,121030249052,1500000US121030249052,Block Group 2,G5030,S,613917.000000000000000,35867.000000000000000,+27.8565228,-082.7156034,121030249052,856
12,103,024411,1,121030244111,1500000US121030244111,Block Group 1,G5030,S,704369.000000000000000,264141.000000000000000,+27.8479264,-082.6261468,121030244111,1071
12,103,027704,2,121030277042,1500000US121030277042,Block Group 2,G5030,S,200391.000000000000000,736768.000000000000000,+27.8317249,-082.8334998,121030277042,499
12,103,027210,3,121030272103,1500000US121030272103,Block Group 3,G5030,S,912048.000000000000000,97779.000000000000000,+28.0551445,-082.7724845,121030272103,635
12,103,027905,2,121030279052,1500000US121030279052,Block Group 2,G5030,S,485858.000000000000000,1049424.000000000000000,+27.7767941,-082.7652901,121030279052,1231
12,103,027701,2,121030277012,1500000US121030277012,Block Group 2,G5030,S,525002.000000000000000,805479.000000000000000,+27.8222054,-082.8190329,121030277012,1187
12,103,025015,2,121030250152,1500000US121030250152,Block Group 2,G5030,S,346150.000000000000000,23729.000000000000000,+27.8256538,-082.7474873,121030250152,1216
12,103,025109,3,121030251093,1500000US121030251093,Block Group 3,G5030,S,653489.000000000000000,16913.000000000000000,+27.8238900,-082.7895090,121030251093,1360
12,103,025123,2,121030251232,1500000US121030251232,Block Group 2,G5030,S,423942.000000000000000,0.000000000000000,+27.8609520,-082.8301350,121030251232,711
12,103,025305,2,121030253052,1500000US121030253052,Block Group 2,G5030,S,914941.000000000000000,12064.000000000000000,+27.9027808,-082.7839221,121030253052,1669
12,103,025415,2,121030254152,1500000US121030254152,Block Group 2,G5030,S,125598.000000000000000,10893.000000000000000,+27.9111498,-082.7451035,121030254152,481
12,103,026820,1,121030268201,1500000US121030268201,Block Group 1,G5030,S,940686.000000000000000,8119.000000000000000,+28.0252456,-082.7319630,121030268201,1414
12,103,026819,2,121030268192,1500000US121030268192,Block Group 2,G5030,S,654210.000000000000000,15168.000000000000000,+27.9624535,-082.7269666,121030268192,1690
12,103,026911,2,121030269112,1500000US121030269112,Block Group 2,G5030,S,285583.000000000000000,10136.000000000000000,+27.9970314,-082.7434314,121030269112,911
12,103,026912,1,121030269121,1500000US121030269121,Block Group 1,G5030,S,640798.000000000000000,22601.000000000000000,+27.9958597,-082.7322026,121030269121,1847
12,103,027208,4,121030272084,1500000US121030272084,Block Group 4,G5030,S,1508995.000000000000000,36807.000000000000000,+28.0617090,-082.7454540,121030272084,1417
12,103,027321,1,121030273211,1500000US121030273211,Block Group 1,G5030,S,2353802.000000000000000,120328.000000000000000,+28.1408218,-082.6862527,121030273211,1752
12,103,027606,2,121030276062,1500000US121030276062,Block Group 2,G5030,S,387268.000000000000000,352424.000000000000000,+27.8886077,-082.8456419,121030276062,910
12,103,027801,2,121030278012,1500000US121030278012,Block Group 2,G5030,S,359490.000000000000000,304712.000000000000000,+27.8007368,-082.7937495,121030278012,536
12,103,028104,1,121030281041,1500000US121030281041,Block Group 1,G5030,S,374123.000000000000000,393282.000000000000000,+27.7524855,-082.7449430,121030281041,1225
12,103,024512,1,121030245121,1500000US121030245121,Block Group 1,G5030,S,551346.000000000000000,42013.000000000000000,+27.8619859,-082.6847373,121030245121,1084
12,103,025412,3,121030254123,1500000US121030254123,Block Group 3,G5030,S,1028010.000000000000000,43019.000000000000000,+27.9461670,-082.7372856,121030254123,2463
12,103,020700,1,121030207001,1500000US121030207001,Block Group 1,G5030,S,444253.000000000000000,0.000000000000000,+27.7503895,-082.6751900,121030207001,542
12,103,027404,3,121030274043,1500000US121030274043,Block Group 3,G5030,S,444152.000000000000000,0.000000000000000,+28.1350834,-082.7440058,121030274043,1182
12,103,027404,4,121030274044,1500000US121030274044,Block Group 4,G5030,S,734857.000000000000000,3435.000000000000000,+28.1422670,-082.7453216,121030274044,1399
12,103,027404,6,121030274046,1500000US121030274046,Block Group 6,G5030,S,1866777.000000000000000,28011.000000000000000,+28.1342343,-082.7523127,121030274046,1507
12,103,027404,2,121030274042,1500000US121030274042,Block Group 2,G5030,S,785156.000000000000000,41915.000000000000000,+28.1280443,-082.7453110,121030274042,1253
12,103,027404,5,121030274045,1500000US121030274045,Block Group 5,G5030,S,587002.000000000000000,0.000000000000000,+28.1429579,-082.7523803,121030274045,66
12,103,020106,3,121030201063,1500000US121030201063,Block Group 3,G5030,S,1406865.000000000000000,23434556.000000000000000,+27.6674028,-082.6933723,121030201063,1578
12,103,020302,1,121030203021,1500000US121030203021,Block Group 1,G5030,S,425247.000000000000000,466502.000000000000000,+27.7242925,-082.6286933,121030203021,1062
12,103,020302,3,121030203023,1500000US121030203023,Block Group 3,G5030,S,421253.000000000000000,36150.000000000000000,+27.7314008,-082.6332331,121030203023,881
12,103,990100,0,121039901000,1500000US121039901000,Block Group 0,G5030,S,0.000000000000000,108855173.000000000000000,+27.7291630,-082.6017019,121039901000,0
12,103,020106,1,121030201061,1500000US121030201061,Block Group 1,G5030,S,1079013.000000000000000,841269.000000000000000,+27.6897708,-082.7266274,121030201061,1885
12,103,020202,2,121030202022,1500000US121030202022,Block Group 2,G5030,S,648112.000000000000000,4222.000000000000000,+27.7142263,-082.6428640,121030202022,1627
12,103,020202,3,121030202023,1500000US121030202023,Block Group 3,G5030,S,690691.000000000000000,281723.000000000000000,+27.7067106,-082.6442946,121030202023,1227
12,103,020202,1,121030202021,1500000US121030202021,Block Group 1,G5030,S,659431.000000000000000,1174109.000000000000000,+27.7112669,-082.6356462,121030202021,1146
12,103,024507,2,121030245072,1500000US121030245072,Block Group 2,G5030,S,247082.000000000000000,8422.000000000000000,+27.9323000,-082.7170510,121030245072,1158
12,103,025013,3,121030250133,1500000US121030250133,Block Group 3,G5030,S,550435.000000000000000,0.000000000000000,+27.8422482,-082.7580775,121030250133,1234
12,103,026102,1,121030261021,1500000US121030261021,Block Group 1,G5030,S,792188.000000000000000,573934.000000000000000,+27.9931079,-082.7935790,121030261021,1193
12,103,020106,2,121030201062,1500000US121030201062,Block Group 2,G5030,S,5713830.000000000000000,15526296.000000000000000,+27.6502084,-082.7310416,121030201062,708
12,103,024507,1,121030245071,1500000US121030245071,Block Group 1,G5030,S,1124567.000000000000000,2718159.000000000000000,+27.9297993,-082.7134643,121030245071,1994
12,103,020302,2,121030203022,1500000US121030203022,Block Group 2,G5030,S,820110.000000000000000,1004111.000000000000000,+27.7362996,-082.6281628,121030203022,1315
12,103,026815,3,121030268153,1500000US121030268153,Block Group 3,G5030,S,1209502.000000000000000,721533.000000000000000,+28.0198611,-082.6883863,121030268153,1184
12,103,028102,2,121030281022,1500000US121030281022,Block Group 2,G5030,S,359015.000000000000000,5703615.000000000000000,+27.7103682,-082.7225381,121030281022,846
12,103,028200,2,121030282002,1500000US121030282002,Block Group 2,G5030,S,487979.000000000000000,0.000000000000000,+27.7589326,-082.7209059,121030282002,851
12,103,028300,1,121030283001,1500000US121030283001,Block Group 1,G5030,S,778991.000000000000000,9817.000000000000000,+27.7609839,-082.7058642,121030283001,645
12,103,028300,2,121030283002,1500000US121030283002,Block Group 2,G5030,S,427799.000000000000000,0.000000000000000,+27.7553237,-082.7038260,121030283002,626
12,103,028500,1,121030285001,1500000US121030285001,Block Group 1,G5030,S,779427.000000000000000,314129.000000000000000,+27.7406345,-082.7029727,121030285001,1520
12,103,028500,2,121030285002,1500000US121030285002,Block Group 2,G5030,S,586601.000000000000000,414909.000000000000000,+27.7393316,-082.6988289,121030285002,374
12,103,023400,1,121030234001,1500000US121030234001,Block Group 1,G5030,S,350441.000000000000000,0.000000000000000,+27.7831322,-082.6506909,121030234001,990
12,103,025106,2,121030251062,1500000US121030251062,Block Group 2,G5030,S,849274.000000000000000,82319.000000000000000,+27.8178347,-082.7720541,121030251062,1017
12,103,026904,1,121030269041,1500000US121030269041,Block Group 1,G5030,S,559490.000000000000000,32833.000000000000000,+28.0328855,-082.7457583,121030269041,1427
12,103,026300,1,121030263001,1500000US121030263001,Block Group 1,G5030,S,656279.000000000000000,2520.000000000000000,+27.9936979,-082.7835317,121030263001,1274
12,103,026300,3,121030263003,1500000US121030263003,Block Group 3,G5030,S,648344.000000000000000,12757.000000000000000,+27.9838416,-082.7780096,121030263003,1826
12,103,026300,4,121030263004,1500000US121030263004,Block Group 4,G5030,S,1035084.000000000000000,40481.000000000000000,+27.9839153,-082.7826045,121030263004,1955
12,103,026300,5,121030263005,1500000US121030263005,Block Group 5,G5030,S,1062210.000000000000000,5956.000000000000000,+27.9702128,-082.7824767,121030263005,995
12,103,026601,2,121030266012,1500000US121030266012,Block Group 2,G5030,S,654376.000000000000000,9077.000000000000000,+27.9534344,-082.7486452,121030266012,1029
12,103,026602,1,121030266021,1500000US121030266021,Block Group 1,G5030,S,1520791.000000000000000,24683.000000000000000,+27.9756833,-082.7606126,121030266021,2174
12,103,026602,2,121030266022,1500000US121030266022,Block Group 2,G5030,S,1003612.000000000000000,2094.000000000000000,+27.9647083,-082.7603763,121030266022,2087
12,103,026701,2,121030267012,1500000US121030267012,Block Group 2,G5030,S,391536.000000000000000,23954.000000000000000,+27.9936639,-082.7654686,121030267012,759
12,103,026701,4,121030267014,1500000US121030267014,Block Group 4,G5030,S,455452.000000000000000,16882.000000000000000,+27.9851263,-082.7704318,121030267014,1282
12,103,026804,1,121030268041,1500000US121030268041,Block Group 1,G5030,S,1799614.000000000000000,31751.000000000000000,+27.9874900,-082.7190799,121030268041,2245
12,103,026804,2,121030268042,1500000US121030268042,Block Group 2,G5030,S,753113.000000000000000,38156.000000000000000,+27.9796751,-082.7241369,121030268042,1168
12,103,027106,1,121030271061,1500000US121030271061,Block Group 1,G5030,S,1364818.000000000000000,36088.000000000000000,+28.0403230,-082.7709114,121030271061,1750
12,103,027105,1,121030271051,1500000US121030271051,Block Group 1,G5030,S,1022164.000000000000000,1207544.000000000000000,+28.0288253,-082.7897979,121030271051,1641
12,103,026811,2,121030268112,1500000US121030268112,Block Group 2,G5030,S,2269848.000000000000000,59603.000000000000000,+28.0330610,-082.7243740,121030268112,2253
12,103,026814,1,121030268141,1500000US121030268141,Block Group 1,G5030,S,576383.000000000000000,264020.000000000000000,+28.0294839,-082.6954312,121030268141,892
12,103,026809,1,121030268091,1500000US121030268091,Block Group 1,G5030,S,1576100.000000000000000,7411402.000000000000000,+27.9653468,-082.6638057,121030268091,874
12,103,027309,1,121030273091,1500000US121030273091,Block Group 1,G5030,S,6255196.000000000000000,342148.000000000000000,+28.1628869,-082.7119135,121030273091,1292
12,103,025110,4,121030251104,1500000US121030251104,Block Group 4,G5030,S,1456687.000000000000000,25051.000000000000000,+27.8364086,-082.8060615,121030251104,1872
12,103,025111,3,121030251113,1500000US121030251113,Block Group 3,G5030,S,284902.000000000000000,0.000000000000000,+27.8474110,-082.7891612,121030251113,365
12,103,025120,3,121030251203,1500000US121030251203,Block Group 3,G5030,S,901689.000000000000000,14634.000000000000000,+27.8553789,-082.8061102,121030251203,1932
12,103,025122,2,121030251222,1500000US121030251222,Block Group 2,G5030,S,1191954.000000000000000,80675.000000000000000,+27.8563760,-082.8347573,121030251222,1602
12,103,025122,3,121030251223,1500000US121030251223,Block Group 3,G5030,S,676312.000000000000000,76810.000000000000000,+27.8622219,-082.8404035,121030251223,1541
12,103,020209,1,121030202091,1500000US121030202091,Block Group 1,G5030,S,622113.000000000000000,298583.000000000000000,+27.7028439,-082.6581921,121030202091,1329
12,103,023700,3,121030237003,1500000US121030237003,Block Group 3,G5030,S,400931.000000000000000,0.000000000000000,+27.7902361,-082.6336645,121030237003,780
12,103,024001,2,121030240012,1500000US121030240012,Block Group 2,G5030,S,1481156.000000000000000,510226.000000000000000,+27.7989897,-082.6220916,121030240012,2142
12,103,024408,1,121030244081,1500000US121030244081,Block Group 1,G5030,S,714149.000000000000000,5422.000000000000000,+27.8255776,-082.6282282,121030244081,1470
12,103,025205,3,121030252053,1500000US121030252053,Block Group 3,G5030,S,467658.000000000000000,80401.000000000000000,+27.8793204,-082.8435343,121030252053,578
12,103,025208,1,121030252081,1500000US121030252081,Block Group 1,G5030,S,622193.000000000000000,226134.000000000000000,+27.8872129,-082.8378817,121030252081,520
12,103,025208,2,121030252082,1500000US121030252082,Block Group 2,G5030,S,464703.000000000000000,10463.000000000000000,+27.8849113,-082.8346234,121030252082,930
12,103,025209,1,121030252091,1500000US121030252091,Block Group 1,G5030,S,942518.000000000000000,13987.000000000000000,+27.8961293,-082.8269775,121030252091,2008
12,103,025303,2,121030253032,1500000US121030253032,Block Group 2,G5030,S,541051.000000000000000,18897.000000000000000,+27.9124494,-082.7667489,121030253032,1436
12,103,025303,3,121030253033,1500000US121030253033,Block Group 3,G5030,S,1220014.000000000000000,56389.000000000000000,+27.9119836,-082.7787630,121030253033,1103
12,103,025307,1,121030253071,1500000US121030253071,Block Group 1,G5030,S,2332102.000000000000000,139273.000000000000000,+27.8894450,-082.8062750,121030253071,2522
12,103,024408,2,121030244082,1500000US121030244082,Block Group 2,G5030,S,338863.000000000000000,0.000000000000000,+27.8395242,-082.6366179,121030244082,1372
12,103,024408,3,121030244083,1500000US121030244083,Block Group 3,G5030,S,624433.000000000000000,23152.000000000000000,+27.8277315,-082.6366536,121030244083,1423
12,103,024411,3,121030244113,1500000US121030244113,Block Group 3,G5030,S,723814.000000000000000,194510.000000000000000,+27.8578678,-082.6352248,121030244113,1406
12,103,024703,1,121030247031,1500000US121030247031,Block Group 1,G5030,S,864931.000000000000000,14733.000000000000000,+27.8169207,-082.6849263,121030247031,1561
12,103,025122,1,121030251221,1500000US121030251221,Block Group 1,G5030,S,861209.000000000000000,103779.000000000000000,+27.8477110,-082.8329968,121030251221,1744
12,103,025123,1,121030251231,1500000US121030251231,Block Group 1,G5030,S,655384.000000000000000,1169.000000000000000,+27.8623541,-082.8248328,121030251231,1041
12,103,025209,2,121030252092,1500000US121030252092,Block Group 2,G5030,S,483713.000000000000000,7280.000000000000000,+27.8858460,-082.8306430,121030252092,699
12,103,025407,3,121030254073,1500000US121030254073,Block Group 3,G5030,S,1660457.000000000000000,229762.000000000000000,+27.9293123,-082.7562857,121030254073,2545
12,103,025414,1,121030254141,1500000US121030254141,Block Group 1,G5030,S,1042150.000000000000000,70392.000000000000000,+27.9227663,-082.7350224,121030254141,818
12,103,025414,2,121030254142,1500000US121030254142,Block Group 2,G5030,S,1432527.000000000000000,52368.000000000000000,+27.9241795,-082.7429130,121030254142,1925
12,103,025415,1,121030254151,1500000US121030254151,Block Group 1,G5030,S,680071.000000000000000,8443.000000000000000,+27.9101043,-082.7361445,121030254151,941
12,103,025416,1,121030254161,1500000US121030254161,Block Group 1,G5030,S,629544.000000000000000,33951.000000000000000,+27.9129906,-082.7502079,121030254161,1923
12,103,025417,2,121030254172,1500000US121030254172,Block Group 2,G5030,S,617816.000000000000000,38368.000000000000000,+27.9047114,-082.7607428,121030254172,1510
12,103,025407,1,121030254071,1500000US121030254071,Block Group 1,G5030,S,794630.000000000000000,12625.000000000000000,+27.9214355,-082.7599058,121030254071,1253
12,103,025413,1,121030254131,1500000US121030254131,Block Group 1,G5030,S,560347.000000000000000,0.000000000000000,+27.9533671,-082.7422632,121030254131,1393
12,103,025413,2,121030254132,1500000US121030254132,Block Group 2,G5030,S,649381.000000000000000,3512.000000000000000,+27.9589315,-082.7384038,121030254132,951
12,103,025413,3,121030254133,1500000US121030254133,Block Group 3,G5030,S,919844.000000000000000,10316.000000000000000,+27.9512924,-082.7341289,121030254133,1496
12,103,025412,1,121030254121,1500000US121030254121,Block Group 1,G5030,S,610834.000000000000000,21506.000000000000000,+27.9402645,-082.7390230,121030254121,1240
12,103,025603,1,121030256031,1500000US121030256031,Block Group 1,G5030,S,755348.000000000000000,2882.000000000000000,+27.9127188,-082.7911496,121030256031,1159
12,103,025603,2,121030256032,1500000US121030256032,Block Group 2,G5030,S,904421.000000000000000,0.000000000000000,+27.9162927,-082.7957480,121030256032,1433
12,103,026001,3,121030260013,1500000US121030260013,Block Group 3,G5030,S,379563.000000000000000,1164218.000000000000000,+27.9789739,-082.8191523,121030260013,684
12,103,026703,5,121030267035,1500000US121030267035,Block Group 5,G5030,S,650075.000000000000000,1899.000000000000000,+27.9661492,-082.7404702,121030267035,1567
12,103,026804,3,121030268043,1500000US121030268043,Block Group 3,G5030,S,662563.000000000000000,7054.000000000000000,+27.9778038,-082.7151544,121030268043,1567
12,103,026811,4,121030268114,1500000US121030268114,Block Group 4,G5030,S,637961.000000000000000,51518.000000000000000,+28.0254757,-082.7276291,121030268114,1067
12,103,026812,2,121030268122,1500000US121030268122,Block Group 2,G5030,S,581597.000000000000000,1439.000000000000000,+28.0175713,-082.7178783,121030268122,765
12,103,026813,2,121030268132,1500000US121030268132,Block Group 2,G5030,S,1547371.000000000000000,28526.000000000000000,+27.9942789,-082.7169436,121030268132,1954
12,103,026821,1,121030268211,1500000US121030268211,Block Group 1,G5030,S,367287.000000000000000,6281.000000000000000,+28.0457006,-082.7250467,121030268211,792
12,103,027202,1,121030272021,1500000US121030272021,Block Group 1,G5030,S,1897495.000000000000000,29921572.000000000000000,+28.1054497,-082.7831581,121030272021,1284
12,103,027202,2,121030272022,1500000US121030272022,Block Group 2,G5030,S,1081081.000000000000000,7229652.000000000000000,+28.0666662,-082.7817522,121030272022,1273
12,103,027202,3,121030272023,1500000US121030272023,Block Group 3,G5030,S,2303455.000000000000000,2053552.000000000000000,+28.1148970,-082.7742648,121030272023,2370
12,103,027202,4,121030272024,1500000US121030272024,Block Group 4,G5030,S,670552.000000000000000,240315.000000000000000,+28.0748503,-082.7718785,121030272024,1366
12,103,026815,1,121030268151,1500000US121030268151,Block Group 1,G5030,S,1155095.000000000000000,22950.000000000000000,+28.0226505,-082.6982995,121030268151,1840
12,103,026817,3,121030268173,1500000US121030268173,Block Group 3,G5030,S,753871.000000000000000,15670.000000000000000,+28.0081605,-082.6883666,121030268173,1675
12,103,026820,3,121030268203,1500000US121030268203,Block Group 3,G5030,S,250189.000000000000000,0.000000000000000,+28.0387103,-082.7340082,121030268203,492
